Handle,Original Image Src,Hosted Image Src,Local Path,Bytes,Status,Fetch Source,Error
toxik-x-joes-venture-star-jacket,https://joesventure.com/cdn/shop/files/Untitled-242.jpg?v=1720527488&width=1920,https://16.192.29.174.nip.io/assets/recovery/joes-venture/images/toxik-x-joes-venture-star-jacket-01-81be1d4f3b.jpg,backend/public/assets/recovery/joes-venture/images/toxik-x-joes-venture-star-jacket-01-81be1d4f3b.jpg,391847,downloaded,cached,
traveler-essentials-bundle,https://joesventure.com/cdn/shop/files/BundleD2.png?v=1734625279&width=1920,https://16.192.29.174.nip.io/assets/recovery/joes-venture/images/traveler-essentials-bundle-01-ed65238e8c.png,backend/public/assets/recovery/joes-venture/images/traveler-essentials-bundle-01-ed65238e8c.png,1243181,downloaded,cached,
traveler-essentials-bundle,https://joesventure.com/cdn/shop/files/BundleD3_43dd64e4-88aa-4fa3-8a52-ca219ded2a55.png?v=1734626807&width=1920,https://16.192.29.174.nip.io/assets/recovery/joes-venture/images/traveler-essentials-bundle-02-c6d92418be.png,backend/public/assets/recovery/joes-venture/images/traveler-essentials-bundle-02-c6d92418be.png,772783,downloaded,cached,
traveler-essentials-bundle,https://joesventure.com/cdn/shop/files/BundleD_4aa6f5ec-451b-4569-a82a-d422fd545cb3.png?v=1734626807&width=1920,,,0,failed,,HTTP Error 404: Not Found | <urlopen error [Errno 111] Connection refused>
travellers-folio,https://joesventure.com/cdn/shop/files/Untitled-48_0b12535e-8295-4803-894b-057a455157eb.png?v=1738708418&width=1920,https://16.192.29.174.nip.io/assets/recovery/joes-venture/images/travellers-folio-01-019ae8b2c9.png,backend/public/assets/recovery/joes-venture/images/travellers-folio-01-019ae8b2c9.png,709922,downloaded,cached,
travellers-folio,https://joesventure.com/cdn/shop/files/Untitled-46_042e7643-7eb9-45fd-9b80-fff7a436f398.png?v=1738766402&width=1920,https://16.192.29.174.nip.io/assets/recovery/joes-venture/images/travellers-folio-02-5e364fa7db.png,backend/public/assets/recovery/joes-venture/images/travellers-folio-02-5e364fa7db.png,488676,downloaded,cached,
travellers-folio,https://joesventure.com/cdn/shop/files/Untitled-44_3e5b74a9-9376-46b6-8821-358b82b261aa.png?v=1738766402&width=1920,https://16.192.29.174.nip.io/assets/recovery/joes-venture/images/travellers-folio-03-c4fd205cdc.png,backend/public/assets/recovery/joes-venture/images/travellers-folio-03-c4fd205cdc.png,571605,downloaded,cached,
two-tone-buck-brown-suede-brown-vernis-denim-cut-size-52,https://joesventure.com/cdn/shop/files/021.jpg?v=1720801105&width=1024,,,0,failed,,HTTP Error 404: Not Found | <urlopen error [Errno 111] Connection refused>
untitled-15may_14-10,https://joesventure.com/cdn/shop/files/SNY09106.jpg?v=1716721317&width=1024,https://16.192.29.174.nip.io/assets/recovery/joes-venture/images/untitled-15may-14-10-01-d5c506173f.jpg,backend/public/assets/recovery/joes-venture/images/untitled-15may-14-10-01-d5c506173f.jpg,154375,downloaded,cached,
untitled-15may_14-10,https://joesventure.com/cdn/shop/files/SNY09082.jpg?v=1716721317,https://16.192.29.174.nip.io/assets/recovery/joes-venture/images/untitled-15may-14-10-02-3815df3476.jpg,backend/public/assets/recovery/joes-venture/images/untitled-15may-14-10-02-3815df3476.jpg,688928,downloaded,cached,
untitled-15may_14-10,https://joesventure.com/cdn/shop/files/SNY09106.jpg?v=1716721317,https://16.192.29.174.nip.io/assets/recovery/joes-venture/images/untitled-15may-14-10-03-76bfc74a90.jpg,backend/public/assets/recovery/joes-venture/images/untitled-15may-14-10-03-76bfc74a90.jpg,763384,downloaded,cached,
vertical-cardholder,https://joesventure.com/cdn/shop/files/SNY06467.jpg?v=1723636595&width=1920,https://16.192.29.174.nip.io/assets/recovery/joes-venture/images/vertical-cardholder-01-cdebac2a54.jpg,backend/public/assets/recovery/joes-venture/images/vertical-cardholder-01-cdebac2a54.jpg,89193,downloaded,cached,
vertical-cardholder,https://joesventure.com/cdn/shop/files/SNY06467.jpg?v=1723636595,https://16.192.29.174.nip.io/assets/recovery/joes-venture/images/vertical-cardholder-02-cfd6cdb959.jpg,backend/public/assets/recovery/joes-venture/images/vertical-cardholder-02-cfd6cdb959.jpg,103619,downloaded,cached,
waxed-baby-buffalo-aviator-jacket,https://cdn.shopify.com/s/files/1/0622/5890/5258/products/IMG_4853x_24d9967a-4b3a-4d3f-93fc-ff8431dcae49.jpg?v=1666185389&width=1024,,,0,failed,,HTTP Error 404: Not Found | <urlopen error [Errno 111] Connection refused>
waxed-cow-wrangler,https://joesventure.com/cdn/shop/files/WAXEDCOWWRANGLERJACKET_9e2b5451-f3ff-4481-8710-d2222e2915b3.png?v=1738679087&width=1920,,,0,failed,,HTTP Error 404: Not Found | <urlopen error [Errno 111] Connection refused>
waxed-natural-cowhide-man-perfecto,https://cdn.shopify.com/s/files/1/0622/5890/5258/products/IMG_4401.jpg?v=1665560290&width=1024,,,0,failed,,HTTP Error 404: Not Found | HTTP Error 404: NOT FOUND
waxed-nubuck-buffalo-denim-cut,https://joesventure.com/cdn/shop/files/WAXEDNUBUCKBUFFALODENIMCUTJACKET_a29f1db9-f245-4f95-99be-a07beead90e6.png?v=1738686685&width=1920,,,0,failed,,HTTP Error 404: Not Found | HTTP Error 404: NOT FOUND
